id,newid,infiniumid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.53,CpG000006,,1,4521555,4521555,0.000334816947919186,0.0417136616127233,15.6194533191338,Rp1,-42092,-,lnc_RNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.54,CpG000007,,1,4521591,4521591,7.07844234662874e-06,0.00141737379016048,26.5566037735849,Rp1,-42128,-,lnc_RNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.2557,CpG010267,cg36808244_BC21,1,36603484,36603484,0.000327484749592566,0.040970505739813,19.534328358209,D430040D24Rik,6046,+,lnc_RNA,ncRNA_gene,No,Yes,Yes
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.6140,CpG000089,,1,72802020,72802020,2.91493622297899e-05,0.0051293653208166,23.791316597072,ENSMUSG00000120056,6755,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.10402,CpG000164,,1,125362948,125362948,3.33426531715612e-05,0.00579652513044558,-10.7521530975984,Actr3,218,-,lnc_RNA,gene,Yes,No,Yes
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.10630,CpG000168,,1,128639463,128639463,1.94526788756765e-07,5.2857420305608e-05,31.6176470588235,Gm29599,-39200,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.10805,CpG008364,,1,131560737,131560737,0.00041785135744785,0.0499086000141445,17.9373283799063,Gm8532,-31,-,pseudogenic_transcript,pseudogene,Yes,No,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.16731,CpG000291,,1,182391034,182391034,0.000395433703449007,0.0477761085597124,14.5062484685126,Capn8,-1538,+,mRNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.17354,CpG010268,,1,188773791,188773791,0.000210859101459106,0.028777140529775,17.0614035087719,Gm37178,-23301,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Male-v-HDM_ESR2_FemaleCpG.17815,CpG000315,,1,191142133,191142133,0.000346425774584459,0.0429237949113842,21.8820273309116,Gm2272,2272,+,pseudogenic_transcript,pseudogene,No,No,No
