id,newid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.23,CpGTile004322,1,5240001,5241000,4.22829057204273e-52,2.56580359712594e-48,-11.64656076027,Atp6v1h,86616,+,lnc_RNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.65,CpGTile007729,1,9307001,9308000,3.64442833630425e-06,0.000403927922703709,-12.3494335122242,Gm38008,21360,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.93,CpGTile007838,1,10894001,10895000,1.39088609868022e-05,0.00122242395432977,-13.8495300796718,Gm5522,18498,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.220,CpGTile004385,1,21141001,21142000,1.2019790051524e-10,6.20751246374645e-08,-20.0665859564165,Tram2,7454,-,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.249,CpGTile000012,1,23481001,23482000,0.000721768661908694,0.0235316237535407,-18.3100501831005,Gm7784,-36620,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.358,CpGTile005751,1,34276001,34277000,0.00103875045490209,0.0301027734912755,-12.2569529904012,Dst,326,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.474,CpGTile000033,1,37726001,37727000,7.1707357764427e-19,1.12292460546053e-15,-19.97983346344,Gm19863,8746,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.574,CpGTile007839,1,42690001,42691000,0.000240824065410236,0.0106602444664182,-24.7458533975388,Pantr1,0,-,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.598,CpGTile005760,1,43542001,43543000,3.12561227236167e-11,1.95038594515196e-08,-21.1143476913542,Gm37536,14396,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.772,CpGTile004388,1,57252001,57253000,3.41987489930495e-09,1.194384039391e-06,-15.7949653291268,BC055402,1153,-,lnc_RNA,ncRNA_gene,No,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.836,CpGTile005765,1,59649001,59650000,0.000205040044833966,0.00941147598399896,-15.9025470653378,Gm973,3028,+,transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.856,CpGTile000062,1,60689001,60690000,0.000565882798034689,0.0197491284328165,-17.3728562103139,Gm55967,-36040,-,miRNA,ncRNA_gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.913,CpGTile004630,1,65149001,65150000,2.66115146712696e-05,0.00200289624164313,-19.1058941058941,Cryga,-6470,-,mRNA,gene,No,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1026,CpGTile005771,1,74114001,74115000,0.000178025056485183,0.00843975321050142,-15.987505834201,Tns1,15511,-,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1110,CpGTile007840,1,75321001,75322000,0.000856128365925307,0.0264177888198464,-10.0307563260171,Des,-14973,+,mRNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1263,CpGTile004389,1,82784001,82785000,0.000453029772848605,0.0168138656311618,-16.0711086337666,Gm36999,190,-,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1350,CpGTile007841,1,86571001,86572000,0.000923778267228725,0.0277679479144464,-15.8163265306122,Gm37022,5080,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1385,CpGTile007842,1,87592001,87593000,0.00133440629365564,0.0358888421461653,-10.5519287219337,Inpp5d,-10961,+,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1403,CpGTile005447,1,88596001,88597000,0.000395752511529608,0.0152961668469029,-15.3082039911308,Gm29336,11973,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1410,CpGTile007843,1,88947001,88948000,0.000429103752021512,0.0161549329033035,15.0780112336176,1700067G17Rik,3168,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1426,CpGTile004390,1,89456001,89457000,0.000109643510089321,0.0059401985826716,-16.4968963870762,Gm55945,-34082,+,rRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1485,CpGTile007844,1,90960001,90961000,0.000356021347994848,0.0141781937377321,-11.1511982570806,Lrrfip1,-20166,+,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1806,CpGTile007845,1,118835001,118836000,0.000699747253532223,0.0230928269814108,-24.10790144435,Mir6346,-45950,+,miRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1807,CpGTile007846,1,118836001,118837000,0.00128714795611129,0.0348884324939561,-21.7512994802079,Mir6346,-44950,+,miRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1876,CpGTile000140,1,121327001,121328000,0.000860426773941523,0.0264750300958801,-13.9639412786745,Ccdc93,-30778,+,mRNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1911,CpGTile004391,1,127198001,127199000,4.07854025653164e-07,6.63291615752405e-05,-13.1447519976963,Gm37510,0,+,unconfirmed_transcript,gene,Yes,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1959,CpGTile007847,1,130587001,130588000,1.39251028355581e-05,0.00122242395432977,-12.8143133462282,C4bp,1348,-,mRNA,gene,No,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.1993,CpGTile005453,1,131639001,131640000,0.000324308633673466,0.0132634456905592,-13.0539772727273,Rab7b,14627,+,transcript,gene,No,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.2068,CpGTile005455,1,133096001,133097000,0.000146960251602952,0.00730968464567589,-10.7213921348721,Plekha6,4055,+,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.2178,CpGTile004392,1,135601001,135602000,1.04606015610632e-07,2.22725727017853e-05,-13.2345731095503,ENSMUSG00000120094,-12650,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.2183,CpGTile005794,1,135647001,135648000,0.0016933646882323,0.0423083677310648,-13.3270052206929,Csrp1,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpGTile.2210,CpGTile007848,1,136061001,136062000,6.57584287618748e-07,9.58640484816849e-05,-11.8874161931158,Kif21b,1811,+,lnc_RNA,gene,No,No,Yes
