id,newid,infiniumid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR2_Male-v-HDM_WT_MaleCpG.430,CpG010661,,1,8319343,8319343,1.48966503908871e-05,0.0218958020176772,22.3549130525875,Gm38024,204373,-,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.3501,CpG000034,,1,37726416,37726416,5.79385239920967e-06,0.010886533420605,-20.4980245373258,Gm19863,9330,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.3502,CpG000035,cg36820963_TC21,1,37726428,37726428,2.75536623635661e-07,0.000938684112950405,-23.2456140350877,Gm19863,9318,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.4609,CpG010662,,1,43542137,43542137,1.21875419609664e-07,0.000459712848608686,-23.2380952380952,Gm37536,14532,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.6315,CpG010663,,1,59649316,59649316,2.4557567931591e-06,0.00583518136827388,-28.7542087542088,Gm973,3343,+,transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.9504,CpG010664,,1,85650285,85650285,2.58803204633821e-05,0.0323080473828639,-15.9792843691149,A630001G21Rik,13991,-,transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.13523,CpG005974,,1,127198074,127198074,4.44138559070471e-05,0.0458955832094394,-15.1471618151454,Gm37510,-187,+,unconfirmed_transcript,gene,Yes,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.15857,CpG000226,,1,139711472,139711472,2.11052702899824e-09,1.45157326815634e-05,-31.6972127398668,Cfhr4,-2492,-,mRNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.16747,CpG010665,,1,153269991,153269991,3.30181214346934e-08,0.000154305593985212,-23.7285494891941,E330020D12Rik,13546,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.16807,CpG010666,,1,153761996,153761996,3.44728551495843e-06,0.00734860759051809,-30.2388369678089,Teddm1a,-5492,+,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.17355,CpG010667,,1,156626658,156626658,2.33833942818035e-05,0.0302261168692701,-30.7906976744186,Gm15428,5578,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.18888,CpG010668,,1,168303877,168303877,1.51826735738862e-05,0.0220790873025224,-28.4090909090909,Mir6348,-14335,+,miRNA,ncRNA_gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.20537,CpG010669,,1,180204918,180204918,1.58145842858423e-06,0.00398912091609089,-19.7111831258173,Gm36933,911,+,unconfirmed_transcript,gene,Yes,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.21656,CpG000297,,1,184460135,184460135,1.92228731643198e-05,0.0264421241131708,-29.3478260869565,Hlx,3661,-,mRNA,gene,No,Yes,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.23972,CpG010670,,10,7743451,7743451,3.22150709213282e-07,0.00106755514891372,-17.7664531158998,Gm24726,-19207,-,snoRNA,ncRNA_gene,No,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.24363,CpG006353,,10,11367842,11367842,8.30742090866735e-12,1.07833716731376e-07,-37.0464262741685,Gm48679,-13198,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.24368,CpG010671,,10,11431052,11431052,6.64335381579305e-07,0.00200136327198734,-27.1804511278195,Gm48680,-24778,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.27712,CpG005991,,10,42731462,42731462,3.87679241048441e-05,0.04180996068899,-19.3421052631579,Scml4,-4904,+,mRNA,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.27896,CpG000386,,10,43248450,43248450,4.91126615567423e-05,0.0492910975578028,-17.8236578474184,Rps19-ps11,1467,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.27901,CpG006520,,10,43314011,43314011,2.29732361437899e-05,0.0299845061148106,-24.169110459433,Gm3699,18487,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.31495,CpG010672,,10,72774087,72774087,2.58605781264754e-06,0.00589826139402465,-14.2538354253835,Gm34776,11538,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.31845,CpG010673,,10,75553343,75553343,1.68300535987905e-05,0.0241532566060861,12.8778311021302,Cabin1,-1866,-,mRNA,gene,No,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.32189,CpG000464,,10,77300474,77300474,6.70483601831146e-06,0.0122203059161278,-24.2156486105775,Gm35920,6725,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.32571,CpG010274,,10,78317516,78317516,2.61819368521224e-09,1.67370852695184e-05,20.4658385093168,Gm30232,-1913,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.32572,CpG010275,,10,78317524,78317524,3.5255120919929e-06,0.00744598018024397,14.1719339995736,Gm30232,-1905,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.32920,CpG006354,,10,79565392,79565392,4.60495895019269e-05,0.0472847745816466,-14.9992916843746,Polrmt,7211,-,lnc_RNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.34296,CpG000486,,10,80671146,80671146,1.15305018007926e-07,0.000442434021895214,-35.7948384298417,Mir1982,6517,+,miRNA,ncRNA_gene,No,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.34336,CpG010674,,10,80721943,80721943,3.83329650052447e-05,0.0417110880312391,-17.3234116917526,Tmprss9,6391,+,mRNA,gene,No,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.36917,CpG006002,,10,93885254,93885254,1.41428545988711e-07,0.000526059555519317,-21.926717897316,Fgd6,13393,+,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.36918,CpG010675,,10,93885261,93885261,2.63130914244302e-05,0.0327361926049808,-25.4868270332188,Fgd6,13400,+,mRNA,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.37079,CpG010676,,10,94458901,94458901,1.22330419057811e-07,0.000459712848608686,-26.0832260832261,Gm48657,2501,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.39576,CpG010677,,10,117681818,117681818,1.58679670482903e-06,0.00398912091609089,11.5120274914089,Rap1b,123,-,mRNA,gene,Yes,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.39577,CpG010678,,10,117681828,117681828,1.58513142739237e-07,0.000577815502335921,13.9019841475418,Rap1b,113,-,mRNA,gene,Yes,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.39579,CpG010679,,10,117681837,117681837,5.49670528612867e-08,0.00022768986154796,16.9723186378628,Rap1b,104,-,mRNA,gene,Yes,Yes,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.39594,CpG010680,,10,117812210,117812210,8.34762289627299e-07,0.00237546993252606,-35.5616438356164,Gm37852,-28633,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.42766,CpG010681,,11,3655345,3655345,8.97820718965048e-06,0.0152932491160338,-24.1713301764959,Gm16518,-7020,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.44015,CpG010682,,11,8395250,8395250,3.85620551541551e-05,0.0417329642726638,-13.680995532221,Tns3,23426,-,transcript,gene,No,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.44309,CpG006541,,11,11772408,11772408,7.14437392853481e-06,0.0127038169926481,-22.4,Ddc,514,-,transcript,gene,Yes,No,Yes
HDM_ESR2_Male-v-HDM_WT_MaleCpG.44423,CpG010683,,11,13342970,13342970,1.76175270367692e-06,0.00436869298086028,-28.429802955665,Gm12004,395306,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Male-v-HDM_WT_MaleCpG.44988,CpG010684,,11,20461374,20461374,4.53748763934512e-05,0.0467235794049231,-20.8075904677846,Sertad2,-31879,+,transcript,gene,No,No,No
