id,newid,infiniumid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.51,CpG000006,,1,4521555,4521555,1.79612031529015e-06,0.00197364528867502,-19.6306847671884,Rp1,-42092,-,lnc_RNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.52,CpG000007,,1,4521591,4521591,1.02938114106842e-06,0.00130467962448922,-26.4795918367347,Rp1,-42128,-,lnc_RNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.2148,CpG010804,cg36800949_TC21,1,36069729,36069729,2.81743738137641e-05,0.0126789625034537,-19.7193838645722,Gm38049,371,-,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.2149,CpG010805,,1,36069741,36069741,0.000230474739531528,0.0425861979383082,-15.7389049870368,Gm38049,359,-,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.2151,CpG010806,,1,36069773,36069773,5.26533138613347e-06,0.00442077963364409,-17.3936251334452,Gm38049,327,-,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.2318,CpG008727,,1,36531821,36531821,5.25718435628616e-05,0.0178464232817993,-15.9426780116435,Gm56056,-13822,+,miRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.3314,CpG008732,,1,42578807,42578807,3.24232746939558e-05,0.0136272715891393,-16.0883509394988,Gm37047,47836,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.3315,CpG010807,,1,42578818,42578818,2.36309994263583e-07,0.000445909897037621,-12.6868686868687,Gm37047,47847,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.3316,CpG008733,,1,42578825,42578825,2.81558488324482e-05,0.0126789625034537,-10.9546795387503,Gm37047,47854,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.3509,CpG010662,,1,43542137,43542137,0.000291835852668309,0.0485997578854601,-14.3007398810387,Gm37536,14532,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.3593,CpG010808,,1,44371116,44371116,0.000288166533738097,0.0481645921851576,-20.0023101801941,Gm5700,-921,-,pseudogenic_transcript,pseudogene,Yes,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.3809,CpG006479,,1,52156422,52156422,4.37395518576562e-05,0.0160639032798316,-15.6633628934098,Stat1,-2177,+,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.4418,CpG005969,,1,57252919,57252919,4.34667852696395e-05,0.0160066973021304,-15.2041865246239,BC055402,1234,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.4674,CpG010809,,1,58828313,58828313,0.000142121204362609,0.0320048374264386,-22.7580813347237,Gm3841,3947,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.5338,CpG010810,,1,64035092,64035092,3.03577439130455e-05,0.0131219629550463,-15.4575378538512,Gm13749,31208,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.5511,CpG010811,,1,64775085,64775085,0.000258210512826629,0.0453775738521541,-10.0148173973677,Gm38058,-314,+,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.5512,CpG010812,,1,64775103,64775103,5.34183373314543e-05,0.0179997868097094,-12.4727621371917,Gm38058,-296,+,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.5962,CpG010813,,1,73962769,73962769,8.28958897750024e-05,0.0229053162218903,-17.5719867493417,Tns1,4608,-,lnc_RNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.6734,CpG006483,,1,76018342,76018342,0.00018412290265269,0.0371245321616833,-12.6925591296914,Gm29065,-22950,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.6792,CpG010814,,1,78148026,78148026,7.21230496879431e-05,0.0212876329095482,-22.9209016578579,Pax3,25450,-,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.7415,CpG010815,,1,86054785,86054785,6.37051587351546e-05,0.0198750409938785,-20.5550343491814,Psmd1,-804,+,lnc_RNA,gene,Yes,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.7453,CpG010816,,1,86241389,86241389,0.000179163803598194,0.0365715037609076,-10.0452232899943,Gm5258,-9600,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.8154,CpG006492,,1,89456940,89456940,0.000110412493856328,0.0273889719423021,-15.4773595199127,Gm55945,-34142,+,rRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.8155,CpG008740,cg37207971_BC11,1,89456979,89456979,0.000162204322555564,0.0347812169519145,-17.7772930526775,Gm55945,-34103,+,rRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpG.9110,CpG010817,,1,93616124,93616124,0.000231695735529549,0.0426324308420064,-21.6766467065868,Bok,-806,+,mRNA,gene,Yes,No,Yes
